estimate,lowci,highci,true_onset,pass,distance,obs,sd,estimator,ci
212.6392875,210.6982787,222.4405601,162.68,FALSE,49.95928747,10,10,pearse,11.74228144
230.0306861,222.1877456,271.0334025,162.68,FALSE,67.35068606,10,10,pearse,48.84565697
219.0987246,213.0516202,244.5516359,162.68,FALSE,56.41872455,10,10,pearse,31.50001569
227.0454812,219.2836547,259.1321905,162.68,FALSE,64.36548123,10,10,pearse,39.84853577
218.1513385,213.2297898,238.579285,162.68,FALSE,55.47133847,10,10,pearse,25.34949515
232.3625414,227.3993639,262.2611459,119.92,FALSE,112.4425414,10,20,pearse,34.861782
241.8194977,229.9079607,291.2264407,119.92,FALSE,121.8994977,10,20,pearse,61.31848003
248.4723686,236.3798536,299.6967926,119.92,FALSE,128.5523686,10,20,pearse,63.31693905
239.1170505,229.8675347,277.3190018,119.92,FALSE,119.1970505,10,20,pearse,47.45146705
217.9127032,213.4581857,243.0023949,119.92,FALSE,97.99270323,10,20,pearse,29.54420913
256.8473359,241.7397102,321.7985672,119.92,FALSE,136.9273359,10,20,pearse,80.05885698
240.0262626,235.1088802,267.87187,119.92,FALSE,120.1062626,10,20,pearse,32.76298985
235.8100567,224.5078308,289.120276,119.92,FALSE,115.8900567,10,20,pearse,64.61244522
246.6462002,234.1253873,299.8999064,119.92,FALSE,126.7262002,10,20,pearse,65.77451916
245.009869,236.9611386,280.7154695,119.92,FALSE,125.089869,10,20,pearse,43.75433087
225.0444637,222.3708662,242.7770003,119.92,FALSE,105.1244637,10,20,pearse,20.40613404
272.4873526,252.5975696,367.581761,119.92,FALSE,152.5673526,10,20,pearse,114.9841914
236.6626548,228.7294413,270.6175447,119.92,FALSE,116.7426548,10,20,pearse,41.88810338
226.118354,221.1317685,250.5508015,119.92,FALSE,106.198354,10,20,pearse,29.41903302
258.2438885,238.3610074,349.5141603,119.92,FALSE,138.3238885,10,20,pearse,111.1531529
220.1221308,217.6721269,240.157201,119.92,FALSE,100.2021308,10,20,pearse,22.48507411
263.8409632,238.6159402,380.3642145,119.92,FALSE,143.9209632,10,20,pearse,141.7482743
223.8393257,221.6487497,240.7886575,119.92,FALSE,103.9193257,10,20,pearse,19.13990784
265.4552983,246.9128723,342.3285988,119.92,FALSE,145.5352983,10,20,pearse,95.41572646
208.9997133,204.8073174,229.4889889,119.92,FALSE,89.07971335,10,20,pearse,24.68167151
246.6716522,234.23787,300.1813681,119.92,FALSE,126.7516522,10,20,pearse,65.94349812
267.1806567,251.0537061,336.0520145,119.92,FALSE,147.2606567,10,20,pearse,84.99830842
258.4038638,240.7321216,335.1808169,119.92,FALSE,138.4838638,10,20,pearse,94.44869527
262.1274672,241.1291154,356.8403324,119.92,FALSE,142.2074672,10,20,pearse,115.711217
253.8248093,235.1204399,333.8308784,119.92,FALSE,133.9048093,10,20,pearse,98.71043856
247.4561774,236.3023953,294.445906,119.92,FALSE,127.5361774,10,20,pearse,58.14351071
268.4017345,248.1123346,375.0306909,119.92,FALSE,148.4817345,10,20,pearse,126.9183563
252.4064549,243.0641254,293.0649771,119.92,FALSE,132.4864549,10,20,pearse,50.00085167
239.8027843,226.5383895,294.5183376,119.92,FALSE,119.8827843,10,20,pearse,67.97994813
248.4647521,240.1741398,286.3042414,119.92,FALSE,128.5447521,10,20,pearse,46.1301016
262.7734358,249.8582858,320.7874964,35.88,FALSE,226.8934358,10,40,pearse,70.92921063
236.8636127,233.2604084,260.1464553,35.88,FALSE,200.9836127,10,40,pearse,26.88604686
260.3799452,246.8715061,322.9585746,35.88,FALSE,224.4999452,10,40,pearse,76.08706855
267.6616402,260.3530762,307.8871661,35.88,FALSE,231.7816402,10,40,pearse,47.53408983
274.7015623,250.1199903,392.5272476,35.88,FALSE,238.8215623,10,40,pearse,142.4072573
321.7563926,289.6061383,461.6717585,35.88,FALSE,285.8763926,10,40,pearse,172.0656202
361.9255496,319.5868831,541.9563253,35.88,FALSE,326.0455496,10,40,pearse,222.3694422
344.0211795,300.1058852,617.5498561,35.88,FALSE,308.1411795,10,40,pearse,317.4439709
362.9177559,315.4255734,619.7780354,35.88,FALSE,327.0377559,10,40,pearse,304.3524621
297.1525491,268.8557046,416.4645021,35.88,FALSE,261.2725491,10,40,pearse,147.6087976
257.2340534,250.9271564,294.7410729,35.88,FALSE,221.3540534,10,40,pearse,43.81391648
356.346692,314.3854101,540.505176,35.88,FALSE,320.466692,10,40,pearse,226.119766
267.7756664,259.0656582,318.6008953,35.88,FALSE,231.8956664,10,40,pearse,59.53523708
295.5450339,267.6447376,418.2906744,35.88,FALSE,259.6650339,10,40,pearse,150.6459368
258.3972192,245.1421203,323.184596,35.88,FALSE,222.5172192,10,40,pearse,78.04247573
247.6161053,231.2671567,316.1055447,35.88,FALSE,211.7361053,10,40,pearse,84.83838802
427.2163029,367.1269793,835.8631431,35.88,FALSE,391.3363029,10,40,pearse,468.7361638
284.2842939,262.5371311,374.4778125,35.88,FALSE,248.4042939,10,40,pearse,111.9406813
273.0184542,251.5951436,362.7795656,35.88,FALSE,237.1384542,10,40,pearse,111.1844219
297.3782117,257.7771142,477.4350401,35.88,FALSE,261.4982117,10,40,pearse,219.6579259
276.9400634,256.2271926,365.2741291,35.88,FALSE,241.0600634,10,40,pearse,109.0469365
256.5078189,246.0765217,303.1125262,35.88,FALSE,220.6278189,10,40,pearse,57.03600454
280.2251703,257.8526837,376.7856404,35.88,FALSE,244.3451703,10,40,pearse,118.9329567
299.6857799,276.8575759,394.867669,35.88,FALSE,263.8057799,10,40,pearse,118.0100931
234.0534943,228.6641579,277.2680494,35.88,FALSE,198.1734943,10,40,pearse,48.60389151
320.9047738,283.4013156,481.7394766,35.88,FALSE,285.0247738,10,40,pearse,198.3381609
307.1206639,277.5876786,444.4253232,35.88,FALSE,271.2406639,10,40,pearse,166.8376445
201.4617329,197.7017342,224.9213162,35.88,FALSE,165.5817329,10,40,pearse,27.21958194
338.0917142,299.8424099,499.5017592,35.88,FALSE,302.2117142,10,40,pearse,199.6593493
272.6068081,249.5314986,369.7190551,35.88,FALSE,236.7268081,10,40,pearse,120.1875565
213.801131,213.4141489,216.1666356,162.68,FALSE,51.12113096,20,10,pearse,2.752486715
222.9343475,219.1498822,234.5172621,162.68,FALSE,60.25434749,20,10,pearse,15.36737991
217.0522462,214.4175457,225.4384469,162.68,FALSE,54.37224623,20,10,pearse,11.02090115
225.9529557,222.8639386,236.8603263,162.68,FALSE,63.27295573,20,10,pearse,13.99638768
222.7424103,217.3799519,241.0432913,162.68,FALSE,60.06241029,20,10,pearse,23.66333947
229.567616,223.9320098,255.3156974,162.68,FALSE,66.88761596,20,10,pearse,31.38368753
220.7539367,217.8854052,229.7966019,162.68,FALSE,58.07393672,20,10,pearse,11.91119673
212.8844552,210.3896854,220.4376358,162.68,FALSE,50.20445522,20,10,pearse,10.04795042
213.932194,212.6030406,218.9197974,162.68,FALSE,51.25219403,20,10,pearse,6.316756812
214.9455363,213.8387625,219.1619209,162.68,FALSE,52.26553629,20,10,pearse,5.323158394
221.6243198,218.627111,230.7213956,162.68,FALSE,58.94431983,20,10,pearse,12.09428459
232.1720362,227.1316112,249.1951754,162.68,FALSE,69.49203619,20,10,pearse,22.06356425
226.18658,223.667737,235.5436706,162.68,FALSE,63.50657998,20,10,pearse,11.8759336
230.5022112,224.7381071,248.8360808,162.68,FALSE,67.82221125,20,10,pearse,24.09797368
235.6722283,230.3286797,253.8285754,162.68,FALSE,72.99222827,20,10,pearse,23.49989571
226.6695209,221.7375475,242.0666121,162.68,FALSE,63.9895209,20,10,pearse,20.32906458
217.6183399,215.2943304,225.1744756,162.68,FALSE,54.93833994,20,10,pearse,9.880145216
218.203776,215.0859071,227.5474274,162.68,FALSE,55.523776,20,10,pearse,12.4615203
228.8931848,224.3325729,243.8448592,162.68,FALSE,66.21318477,20,10,pearse,19.51228625
220.4368587,217.9403272,228.2260929,162.68,FALSE,57.75685871,20,10,pearse,10.28576564
226.9476627,222.9377952,239.2204338,162.68,FALSE,64.26766266,20,10,pearse,16.28263854
230.1097081,225.6324539,244.4045203,162.68,FALSE,67.42970813,20,10,pearse,18.7720664
223.3603008,218.5461833,243.9501469,162.68,FALSE,60.68030083,20,10,pearse,25.40396363
217.6950439,216.121027,223.6807338,162.68,FALSE,55.01504389,20,10,pearse,7.559706852
231.0320289,224.5838841,252.8344796,162.68,FALSE,68.35202888,20,10,pearse,28.25059544
206.9700211,206.147732,210.5135947,162.68,FALSE,44.29002106,20,10,pearse,4.365862672
214.9020616,212.6617775,222.0307973,162.68,FALSE,52.22206163,20,10,pearse,9.369019832
211.3777395,210.2922404,215.2209461,162.68,FALSE,48.6977395,20,10,pearse,4.928705732
230.7312768,225.6597623,246.8639596,162.68,FALSE,68.05127683,20,10,pearse,21.20419731
219.3656052,216.6558714,228.0507492,162.68,FALSE,56.68560524,20,10,pearse,11.39487773
235.4842037,231.8447654,249.0773972,119.92,FALSE,115.5642037,20,20,pearse,17.23263176
282.7145651,265.3022706,348.2352826,119.92,FALSE,162.7945651,20,20,pearse,82.933012
239.6039875,235.1648302,254.3232345,119.92,FALSE,119.6839875,20,20,pearse,19.15840431
220.7555226,218.3214575,229.4896092,119.92,FALSE,100.8355226,20,20,pearse,11.16815176
250.344298,241.3974635,278.9146571,119.92,FALSE,130.424298,20,20,pearse,37.51719356
244.1952093,236.2863601,267.8839975,119.92,FALSE,124.2752093,20,20,pearse,31.5976374
247.4243485,240.7419508,270.6706202,119.92,FALSE,127.5043485,20,20,pearse,29.92866941
252.1960193,242.883056,282.7636956,119.92,FALSE,132.2760193,20,20,pearse,39.88063961
226.9418701,225.0416754,234.7185239,119.92,FALSE,107.0218701,20,20,pearse,9.676848505
226.2810316,224.6901461,234.1614042,119.92,FALSE,106.3610316,20,20,pearse,9.47125813
227.3340694,223.0852641,241.0353989,119.92,FALSE,107.4140694,20,20,pearse,17.95013479
232.8093208,224.7492834,258.2777425,119.92,FALSE,112.8893208,20,20,pearse,33.52845909
256.6859231,247.0743028,285.8458166,119.92,FALSE,136.7659231,20,20,pearse,38.77151382
237.602382,233.9359027,250.7723366,119.92,FALSE,117.682382,20,20,pearse,16.8364339
229.5333923,228.0351242,236.4507971,119.92,FALSE,109.6133923,20,20,pearse,8.415672829
246.5500275,240.6139758,267.2615393,119.92,FALSE,126.6300275,20,20,pearse,26.64756347
227.605735,226.7020286,232.4907924,119.92,FALSE,107.685735,20,20,pearse,5.788763811
251.9232729,243.1064832,280.7317209,119.92,FALSE,132.0032729,20,20,pearse,37.62523767
246.684157,238.0123136,273.3643885,119.92,FALSE,126.764157,20,20,pearse,35.35207486
282.5492853,266.9329215,354.6919517,119.92,FALSE,162.6292853,20,20,pearse,87.75903023
235.5161138,229.1490087,255.4727779,119.92,FALSE,115.5961138,20,20,pearse,26.32376918
229.5826819,227.5114905,237.8955474,119.92,FALSE,109.6626819,20,20,pearse,10.38405683
264.9263666,252.1091201,308.6036564,119.92,FALSE,145.0063666,20,20,pearse,56.4945363
243.3978629,236.1849771,264.5681106,119.92,FALSE,123.4778629,20,20,pearse,28.38313344
228.2109342,225.1992698,238.4858634,119.92,FALSE,108.2909342,20,20,pearse,13.28659361
234.0109656,230.7807934,245.7226207,119.92,FALSE,114.0909656,20,20,pearse,14.94182732
264.399337,252.9512174,299.1343642,119.92,FALSE,144.479337,20,20,pearse,46.18314678
250.6672831,244.8757439,271.3489753,119.92,FALSE,130.7472831,20,20,pearse,26.47323139
233.9904585,230.9158968,245.3136412,119.92,FALSE,114.0704585,20,20,pearse,14.39774434
264.2897679,253.2624784,299.3181693,119.92,FALSE,144.3697679,20,20,pearse,46.05569087
224.7877079,222.6540213,231.3311042,162.68,FALSE,62.10770789,50,10,pearse,8.677082898
226.2318363,223.8011158,233.0340637,162.68,FALSE,63.55183633,50,10,pearse,9.232947942
216.33914,215.3410122,219.2427281,162.68,FALSE,53.65913996,50,10,pearse,3.901715823
227.357315,225.8043055,232.8583656,162.68,FALSE,64.67731499,50,10,pearse,7.054060158
219.0744033,217.8934295,223.3324351,162.68,FALSE,56.39440334,50,10,pearse,5.439005531
234.594554,232.133455,243.4685557,162.68,FALSE,71.91455396,50,10,pearse,11.33510074
225.6578774,224.1886935,231.528055,162.68,FALSE,62.97787743,50,10,pearse,7.339361413
219.4339817,218.3475693,222.6663407,162.68,FALSE,56.75398166,50,10,pearse,4.318771376
221.6288165,219.9699959,227.0300962,162.68,FALSE,58.94881647,50,10,pearse,7.060100313
226.1422115,224.3252671,233.0589986,162.68,FALSE,63.46221146,50,10,pearse,8.733731432
216.7866341,215.9749362,219.2708241,162.68,FALSE,54.10663413,50,10,pearse,3.295887948
217.3212552,216.1196181,220.6154934,162.68,FALSE,54.64125519,50,10,pearse,4.495875283
222.120601,220.9794333,225.5445697,162.68,FALSE,59.44060099,50,10,pearse,4.565136408
221.7155628,220.2782974,226.0661528,162.68,FALSE,59.03556276,50,10,pearse,5.787855349
228.4252043,225.821302,236.6464885,162.68,FALSE,65.74520427,50,10,pearse,10.8251865
213.7872753,213.023204,215.9668078,162.68,FALSE,51.10727529,50,10,pearse,2.943603791
226.3415791,225.0058509,230.3681031,162.68,FALSE,63.6615791,50,10,pearse,5.362252152
226.8254395,224.9783752,233.7656749,162.68,FALSE,64.14543946,50,10,pearse,8.787299734
212.6940049,212.0513579,214.7211135,162.68,FALSE,50.01400492,50,10,pearse,2.669755628
216.0576646,215.399139,218.0885181,162.68,FALSE,53.37766456,50,10,pearse,2.689379134
216.4474652,215.8577572,218.1317644,162.68,FALSE,53.76746516,50,10,pearse,2.274007264
234.0945417,232.6824542,244.7475349,162.68,FALSE,71.41454168,50,10,pearse,12.06508065
218.1751646,217.1919789,221.1877729,162.68,FALSE,55.49516458,50,10,pearse,3.995793981
220.5811102,219.2242444,225.1743155,162.68,FALSE,57.90111021,50,10,pearse,5.950071019
219.9282714,218.6144649,223.450402,162.68,FALSE,57.24827139,50,10,pearse,4.835937091
218.9854539,217.7321787,222.6531557,162.68,FALSE,56.30545386,50,10,pearse,4.920977032
222.8951195,221.574973,227.0609121,162.68,FALSE,60.2151195,50,10,pearse,5.485939186
225.0207144,223.6448635,230.8190021,162.68,FALSE,62.34071437,50,10,pearse,7.174138531
229.1882587,226.3950344,238.9240646,162.68,FALSE,66.50825868,50,10,pearse,12.52903015
221.1722378,220.4672415,223.4850947,162.68,FALSE,58.49223779,50,10,pearse,3.017853235
247.1384761,244.4405874,255.5425013,119.92,FALSE,127.2184761,50,20,pearse,11.10191387
250.3505046,247.2563935,260.1102851,119.92,FALSE,130.4305046,50,20,pearse,12.85389166
253.2836285,249.8109684,263.1199831,119.92,FALSE,133.3636285,50,20,pearse,13.30901471
238.2176255,235.5073064,245.8363355,119.92,FALSE,118.2976255,50,20,pearse,10.32902909
249.0466051,246.2744868,257.9908632,119.92,FALSE,129.1266051,50,20,pearse,11.71637643
239.3550097,236.8029473,247.3138917,119.92,FALSE,119.4350097,50,20,pearse,10.51094443
249.4392162,245.4689534,261.1885964,119.92,FALSE,129.5192162,50,20,pearse,15.71964304
243.2565395,241.5185445,248.568916,119.92,FALSE,123.3365395,50,20,pearse,7.050371504
238.0649472,235.0415238,246.8998014,119.92,FALSE,118.1449472,50,20,pearse,11.85827761
286.8290719,282.2728781,327.9094406,119.92,FALSE,166.9090719,50,20,pearse,45.6365625
249.5213951,244.9421659,268.5495918,119.92,FALSE,129.6013951,50,20,pearse,23.60742589
229.7668574,228.221941,234.4969803,119.92,FALSE,109.8468574,50,20,pearse,6.275039358
249.3191265,245.722659,258.874964,119.92,FALSE,129.3991265,50,20,pearse,13.15230504
255.6392204,250.3647462,270.2388218,119.92,FALSE,135.7192204,50,20,pearse,19.87407561
250.018266,247.3759864,258.0965168,119.92,FALSE,130.098266,50,20,pearse,10.72053038
248.1539656,244.924014,256.5854383,119.92,FALSE,128.2339656,50,20,pearse,11.66142429
239.586924,236.9922881,246.9001992,119.92,FALSE,119.666924,50,20,pearse,9.907911074
247.5243186,244.7846505,254.7746164,119.92,FALSE,127.6043186,50,20,pearse,9.989965924
254.9016613,249.7610876,270.0418622,119.92,FALSE,134.9816613,50,20,pearse,20.28077467
247.7430808,244.4131801,258.3943426,119.92,FALSE,127.8230808,50,20,pearse,13.98116247
250.6644761,246.8320803,260.9905391,119.92,FALSE,130.7444761,50,20,pearse,14.1584588
258.0883203,252.9667143,272.8466108,119.92,FALSE,138.1683203,50,20,pearse,19.87989652
259.069789,254.4658517,274.4850166,119.92,FALSE,139.149789,50,20,pearse,20.01916487
242.8401216,241.1335681,248.0555506,119.92,FALSE,122.9201216,50,20,pearse,6.921982526
244.547438,240.8640238,254.7841846,119.92,FALSE,124.627438,50,20,pearse,13.92016089
245.0591326,241.0489738,256.85807,119.92,FALSE,125.1391326,50,20,pearse,15.80909624
254.3590372,251.385407,264.0302665,119.92,FALSE,134.4390372,50,20,pearse,12.64485951
247.0199734,243.9404786,255.9916242,119.92,FALSE,127.0999734,50,20,pearse,12.05114555
269.9097291,264.1283391,298.503992,119.92,FALSE,149.9897291,50,20,pearse,34.37565291
244.6280848,242.5080552,250.98125,119.92,FALSE,124.7080848,50,20,pearse,8.473194788
