"estimate","lowci","highci","true_median","pass","distance","obs","sd","estimator","ci"
203.904380442929,201.595151124209,206.605562256539,199.89,FALSE,4.01438044292854,10,10,"belitz",5.01041113233006
204.727132993343,202.458653307914,209.625436407176,199.89,FALSE,4.83713299334332,10,10,"belitz",7.16678309926152
199.413325396494,195.223925772874,204.910199277614,199.89,TRUE,-0.476674603505842,10,10,"belitz",9.6862735047406
200.393945769107,193.699137113721,207.340222274796,199.89,TRUE,0.50394576910702,10,10,"belitz",13.6410851610752
201.092077968095,195.486806294148,205.085879252659,199.89,TRUE,1.20207796809484,10,10,"belitz",9.59907295851102
203.890279887807,184.66167111536,213.67903982757,200.19,TRUE,3.70027988780706,10,20,"belitz",29.0173687122109
200.39392662984,187.323114702661,212.106149476258,200.19,TRUE,0.203926629840453,10,20,"belitz",24.783034773597
205.735474126346,196.923848174419,220.080396692066,200.19,TRUE,5.54547412634636,10,20,"belitz",23.1565485176466
206.597135647073,192.631707339422,212.980370237421,200.19,TRUE,6.40713564707312,10,20,"belitz",20.3486628979985
192.132658171635,174.002612636799,200.538590161532,200.19,TRUE,-8.05734182836545,10,20,"belitz",26.5359775247327
205.185860711459,196.467310174472,216.430097604348,200.19,TRUE,4.99586071145916,10,20,"belitz",19.9627874298764
210.268841689654,186.989148375617,220.632517665967,200.19,TRUE,10.0788416896543,10,20,"belitz",33.6433692903496
200.268320333942,194.937190750117,205.854921642829,200.19,TRUE,0.0783203339423153,10,20,"belitz",10.9177308927123
199.913918721659,188.347875577147,212.426360905234,200.19,TRUE,-0.276081278341422,10,20,"belitz",24.0784853280863
211.370683044595,199.289089733499,222.896940897822,200.19,TRUE,11.1806830445953,10,20,"belitz",23.607851164323
202.974196152095,187.781148530251,210.514659332754,200.19,TRUE,2.78419615209543,10,20,"belitz",22.7335108025039
205.657640547865,192.030951256984,220.4643193753,200.19,TRUE,5.46764054786473,10,20,"belitz",28.4333681183158
204.669437289429,193.748347565387,214.797580854171,200.19,TRUE,4.47943728942869,10,20,"belitz",21.0492332887838
200.9489793923,192.505766634686,209.283686173586,200.19,TRUE,0.758979392299864,10,20,"belitz",16.7779195389001
194.472141407506,185.631133339604,209.75918961461,200.19,TRUE,-5.71785859249377,10,20,"belitz",24.1280562750055
195.171149764088,178.249931949443,207.032050905427,200.19,TRUE,-5.01885023591242,10,20,"belitz",28.7821189559845
182.812670666348,171.150972672542,208.922741541455,200.19,TRUE,-17.3773293336516,10,20,"belitz",37.7717688689126
202.771500579688,191.908760147598,212.931588234623,200.19,TRUE,2.58150057968825,10,20,"belitz",21.0228280870248
199.624217570614,184.393372852436,214.585753696443,200.19,TRUE,-0.565782429386189,10,20,"belitz",30.1923808440068
188.847678801592,178.100853679679,196.584224576513,200.19,FALSE,-11.3423211984082,10,20,"belitz",18.4833708968341
206.213879574959,194.622778972147,213.928932519237,200.19,TRUE,6.02387957495881,10,20,"belitz",19.3061535470902
205.731898186401,178.458814136747,217.950315867239,200.19,TRUE,5.54189818640091,10,20,"belitz",39.4915017304924
199.933070183771,190.069924403188,214.144935611447,200.19,TRUE,-0.256929816228819,10,20,"belitz",24.0750112082598
190.784371819554,175.085579018482,206.33942859213,200.19,TRUE,-9.40562818044643,10,20,"belitz",31.2538495736475
191.070571278801,180.955799475761,206.433422937087,200.19,TRUE,-9.11942872119874,10,20,"belitz",25.4776234613262
203.284622136519,192.006284622281,217.302876291513,200.19,TRUE,3.09462213651869,10,20,"belitz",25.2965916692319
202.000504918668,191.741497983861,222.30734591096,200.19,TRUE,1.81050491866776,10,20,"belitz",30.5658479270998
215.210672766365,200.739437208485,225.80932749704,200.19,FALSE,15.0206727663651,10,20,"belitz",25.0698902885555
194.651832249211,184.619756029694,208.583724300507,200.19,TRUE,-5.53816775078897,10,20,"belitz",23.9639682708129
211.490857852139,198.57079145843,224.245032953126,200.19,TRUE,11.300857852139,10,20,"belitz",25.6742414946956
207.001990386437,193.409599345814,235.062430318817,199.8,TRUE,7.20199038643716,10,40,"belitz",41.6528309730034
192.995554367404,165.94372851724,216.873396171172,199.8,TRUE,-6.80444563259616,10,40,"belitz",50.9296676539321
204.055866209768,171.630432018371,216.02297477987,199.8,TRUE,4.25586620976753,10,40,"belitz",44.3925427614986
226.5529967266,208.188869207886,243.956491546865,199.8,FALSE,26.7529967265997,10,40,"belitz",35.767622338979
194.423508937726,183.061999931654,202.999122004617,199.8,TRUE,-5.37649106227363,10,40,"belitz",19.9371220729631
213.491928727205,190.410477398569,237.497170021058,199.8,TRUE,13.6919287272049,10,40,"belitz",47.0866926224888
212.050771368644,178.755259864655,252.530942266176,199.8,TRUE,12.2507713686439,10,40,"belitz",73.7756824015201
192.468681926883,174.6748337172,224.748202138151,199.8,TRUE,-7.33131807311705,10,40,"belitz",50.0733684209509
201.140610741387,179.098622628663,249.424500245501,199.8,TRUE,1.34061074138651,10,40,"belitz",70.3258776168385
203.534027618223,181.820477805173,218.456836059487,199.8,TRUE,3.73402761822254,10,40,"belitz",36.6363582543134
202.972439612643,174.711303593901,225.294124677569,199.8,TRUE,3.1724396126431,10,40,"belitz",50.5828210836679
210.359142820531,186.629637683665,249.18430909824,199.8,TRUE,10.559142820531,10,40,"belitz",62.5546714145754
212.910606795503,178.337563561572,232.224121896739,199.8,TRUE,13.1106067955031,10,40,"belitz",53.8865583351669
194.398638230471,168.014504153124,219.278538596395,199.8,TRUE,-5.40136176952856,10,40,"belitz",51.2640344432708
194.143811761838,153.670981001229,213.939144277149,199.8,TRUE,-5.65618823816212,10,40,"belitz",60.2681632759204
182.550847608171,162.856750862707,209.644860714597,199.8,TRUE,-17.2491523918294,10,40,"belitz",46.7881098518902
210.085243832977,191.62111641405,256.070563997239,199.8,TRUE,10.285243832977,10,40,"belitz",64.4494475831883
204.165692242607,180.857070048625,239.431805983974,199.8,TRUE,4.36569224260677,10,40,"belitz",58.5747359353487
188.46859961187,156.607196270922,220.534500976028,199.8,TRUE,-11.3314003881304,10,40,"belitz",63.9273047051062
168.528216084503,141.849325033617,188.198974302365,199.8,FALSE,-31.2717839154971,10,40,"belitz",46.3496492687487
189.564732292762,158.738558437694,234.762815123755,199.8,TRUE,-10.2352677072378,10,40,"belitz",76.0242566860607
213.258907120188,201.689626891787,228.998051153843,199.8,FALSE,13.4589071201883,10,40,"belitz",27.3084242620558
188.010182034234,144.198920556773,218.462371194099,199.8,TRUE,-11.7898179657665,10,40,"belitz",74.2634506373265
209.436379728707,167.04818025164,247.133276495309,199.8,TRUE,9.6363797287074,10,40,"belitz",80.0850962436688
185.117935941013,150.494720624397,202.180238023248,199.8,TRUE,-14.6820640589869,10,40,"belitz",51.6855173988513
195.517889619237,169.131814484939,239.394806297998,199.8,TRUE,-4.28211038076324,10,40,"belitz",70.2629918130591
211.465991896901,199.179491544764,238.803662598812,199.8,TRUE,11.6659918969012,10,40,"belitz",39.6241710540479
174.890477813914,160.408982153688,188.327367696189,199.8,FALSE,-24.909522186086,10,40,"belitz",27.9183855425008
195.989956790249,155.450088880467,235.213275397848,199.8,TRUE,-3.81004320975114,10,40,"belitz",79.7631865173813
186.195050179873,162.092532052569,209.84568427826,199.8,TRUE,-13.6049498201269,10,40,"belitz",47.7531522256918
203.684304662935,200.142855230935,208.008853865783,199.89,FALSE,3.79430466293496,20,10,"belitz",7.86599863484756
201.891009646033,197.787361350326,206.363455159126,199.89,TRUE,2.00100964603283,20,10,"belitz",8.57609380880038
201.289346102467,198.411205556249,205.110941668471,199.89,TRUE,1.39934610246709,20,10,"belitz",6.69973611222213
199.567265457129,196.139441846973,207.53176025196,199.89,TRUE,-0.322734542870933,20,10,"belitz",11.3923184049875
195.291465542842,192.318430796524,199.679580503854,199.89,FALSE,-4.59853445715765,20,10,"belitz",7.36114970733033
200.159670416049,196.788669033323,203.640743293111,199.89,TRUE,0.269670416048768,20,10,"belitz",6.85207425978805
201.488517427018,198.670340739222,204.306627019822,199.89,TRUE,1.59851742701809,20,10,"belitz",5.63628628059982
196.354060522011,192.247036750874,201.030314517718,199.89,TRUE,-3.53593947798942,20,10,"belitz",8.78327776684384
200.59990725537,196.914254099932,203.42175990119,199.89,TRUE,0.709907255370126,20,10,"belitz",6.50750580125825
201.27563528172,197.276121491819,204.682700042566,199.89,TRUE,1.38563528172031,20,10,"belitz",7.4065785507475
202.186435484962,196.856647577979,206.747796720533,199.89,TRUE,2.29643548496162,20,10,"belitz",9.89114914255384
203.599949014648,200.493824628296,208.452403923456,199.89,FALSE,3.70994901464795,20,10,"belitz",7.95857929515938
203.11069097889,196.490274420177,207.70589230881,199.89,TRUE,3.22069097888991,20,10,"belitz",11.2156178886332
200.79374086635,196.243770441417,206.578808640961,199.89,TRUE,0.903740866350148,20,10,"belitz",10.3350381995433
208.163438000063,201.80883629608,212.057244146977,199.89,FALSE,8.27343800006304,20,10,"belitz",10.2484078508967
199.034415598653,194.034297483674,205.101539824978,199.89,TRUE,-0.855584401347386,20,10,"belitz",11.067242341304
200.712326239367,196.685697138178,204.845596866509,199.89,TRUE,0.822326239366561,20,10,"belitz",8.1598997283308
198.968678714461,195.516080777727,202.816464603134,199.89,TRUE,-0.921321285539278,20,10,"belitz",7.30038382540715
202.405669634675,197.521288514443,204.843475858704,199.89,TRUE,2.51566963467479,20,10,"belitz",7.32218734426121
202.48251543407,199.544895365676,206.186515583154,199.89,TRUE,2.59251543406987,20,10,"belitz",6.64162021747825
201.784829729067,195.923521124684,206.653053567269,199.89,TRUE,1.89482972906663,20,10,"belitz",10.7295324425855
200.25805924795,193.087270493835,206.514912814087,199.89,TRUE,0.368059247950157,20,10,"belitz",13.4276423202512
197.716307315793,195.511418536664,201.823813676238,199.89,TRUE,-2.17369268420714,20,10,"belitz",6.31239513957368
201.807996988814,199.236051460949,205.5858183456,199.89,TRUE,1.917996988814,20,10,"belitz",6.34976688465093
199.111373711568,195.45220351616,202.835997891497,199.89,TRUE,-0.77862628843198,20,10,"belitz",7.38379437533712
196.253675695623,193.722908061876,199.927581326292,199.89,TRUE,-3.6363243043771,20,10,"belitz",6.20467326441585
199.400450733019,195.639562447035,202.016694627344,199.89,TRUE,-0.489549266980902,20,10,"belitz",6.37713218030947
200.712949256177,198.079332461428,203.334701045305,199.89,TRUE,0.822949256177168,20,10,"belitz",5.25536858387719
199.238721067904,192.350053669934,206.209511878551,199.89,TRUE,-0.651278932096091,20,10,"belitz",13.8594582086178
203.993296857252,201.960252791408,206.521719758709,199.89,FALSE,4.10329685725199,20,10,"belitz",4.56146696730096
199.293005757512,192.34469854677,209.04751060805,200.19,TRUE,-0.896994242487779,20,20,"belitz",16.7028120612791
196.575103127695,182.089182675754,209.114444893926,200.19,TRUE,-3.61489687230534,20,20,"belitz",27.0252622181721
202.875903136106,195.453829349178,213.991883086926,200.19,TRUE,2.68590313610639,20,20,"belitz",18.5380537377478
198.932774786529,192.168410731826,202.511451169004,200.19,TRUE,-1.25722521347066,20,20,"belitz",10.3430404371778
200.706646105515,193.235977964729,212.253289187496,200.19,TRUE,0.516646105514781,20,20,"belitz",19.0173112227672
201.197291994574,192.071757389261,207.433745823777,200.19,TRUE,1.00729199457359,20,20,"belitz",15.3619884345153
201.065591629212,191.677856757508,208.099313889267,200.19,TRUE,0.87559162921238,20,20,"belitz",16.4214571317584
207.003717189048,199.458515883511,217.775627408607,200.19,TRUE,6.81371718904802,20,20,"belitz",18.317111525096
203.454787172269,195.554864089574,212.788907807067,200.19,TRUE,3.26478717226885,20,20,"belitz",17.2340437174932
199.866728951347,193.323541974757,205.491091037409,200.19,TRUE,-0.323271048653368,20,20,"belitz",12.1675490626517
195.941670288455,187.265948235376,204.022561602209,200.19,TRUE,-4.24832971154507,20,20,"belitz",16.756613366833
192.225908949102,183.925303075361,198.736212342388,200.19,FALSE,-7.96409105089845,20,20,"belitz",14.8109092670269
201.213724289424,189.381326460776,209.992043299824,200.19,TRUE,1.02372428942431,20,20,"belitz",20.610716839048
205.48694025627,195.239527788893,213.332909735096,200.19,TRUE,5.29694025626989,20,20,"belitz",18.093381946203
207.995777966075,195.197412941458,213.697430839968,200.19,TRUE,7.80577796607508,20,20,"belitz",18.50001789851
203.645041703091,194.718459800925,210.266525087655,200.19,TRUE,3.45504170309133,20,20,"belitz",15.5480652867297
201.262360745505,195.118550838177,209.266998376859,200.19,TRUE,1.07236074550471,20,20,"belitz",14.1484475386818
204.795618369436,198.209080697427,212.595806387821,200.19,TRUE,4.60561836943623,20,20,"belitz",14.3867256903943
201.945753436855,195.290389368269,211.28180323009,200.19,TRUE,1.7557534368548,20,20,"belitz",15.9914138618209
200.211375906995,194.937022002137,210.482092990531,200.19,TRUE,0.0213759069953312,20,20,"belitz",15.545070988394
195.134088059076,188.030875398732,200.149212510563,200.19,FALSE,-5.05591194092423,20,20,"belitz",12.1183371118303
198.036909837119,191.857668962883,207.230285405608,200.19,TRUE,-2.15309016288137,20,20,"belitz",15.3726164427258
200.486216324893,191.630709601387,213.497648657802,200.19,TRUE,0.296216324893493,20,20,"belitz",21.8669390564155
201.851849232639,193.490430562806,210.594995667831,200.19,TRUE,1.66184923263867,20,20,"belitz",17.1045651050248
201.374013795153,193.483046802573,209.004636924044,200.19,TRUE,1.18401379515291,20,20,"belitz",15.5215901214717
205.93630443239,199.444572604937,212.605212980847,200.19,TRUE,5.74630443239025,20,20,"belitz",13.1606403759095
201.2336767957,190.96993215822,213.844419601956,200.19,TRUE,1.04367679570046,20,20,"belitz",22.874487443736
201.676698608514,189.960648623391,209.083713951968,200.19,TRUE,1.48669860851444,20,20,"belitz",19.1230653285773
205.555741042143,189.884904316944,211.194692673013,200.19,TRUE,5.36574104214299,20,20,"belitz",21.3097883560683
203.686215296195,194.188079809809,213.728855767819,200.19,TRUE,3.49621529619483,20,20,"belitz",19.54077595801
207.216637160492,189.852318080345,226.696415698837,199.8,TRUE,7.41663716049243,20,40,"belitz",36.8440976184917
193.147985915903,175.585693762919,213.850143755548,199.8,TRUE,-6.652014084097,20,40,"belitz",38.2644499926282
212.752604616039,196.564076270177,230.037786798446,199.8,TRUE,12.9526046160393,20,40,"belitz",33.4737105282691
201.658184990093,190.666341374661,210.006624180781,199.8,TRUE,1.85818499009306,20,40,"belitz",19.3402828061202
206.838097710645,188.498590839838,222.560292098666,199.8,TRUE,7.0380977106451,20,40,"belitz",34.0617012588282
205.382328091841,179.482913450675,224.528418590766,199.8,TRUE,5.58232809184074,20,40,"belitz",45.0455051400914
193.429343092037,174.570651197583,210.741669668717,199.8,TRUE,-6.37065690796334,20,40,"belitz",36.1710184711339
211.765183270944,199.835828206765,227.186965613308,199.8,FALSE,11.9651832709445,20,40,"belitz",27.3511374065424
201.872425307407,189.75038409536,219.505272778847,199.8,TRUE,2.07242530740714,20,40,"belitz",29.7548886834866
197.591057008354,176.660164662014,217.221413280102,199.8,TRUE,-2.20894299164596,20,40,"belitz",40.5612486180886
195.052785088685,183.787537591854,214.500584691196,199.8,TRUE,-4.74721491131527,20,40,"belitz",30.7130470993415
211.920200795618,196.976507902176,232.034506212061,199.8,TRUE,12.1202007956178,20,40,"belitz",35.0579983098847
200.293389141628,185.591777988956,216.8765971873,199.8,TRUE,0.493389141627887,20,40,"belitz",31.284819198344
208.443398619775,191.723189176934,229.259617920982,199.8,TRUE,8.64339861977547,20,40,"belitz",37.5364287440484
196.59647861811,179.054349456636,212.372793380347,199.8,TRUE,-3.20352138189043,20,40,"belitz",33.3184439237107
216.61931539589,197.050925010085,237.917094666332,199.8,TRUE,16.8193153958904,20,40,"belitz",40.8661696562466
210.170667965798,197.017326899714,232.70175257666,199.8,TRUE,10.370667965798,20,40,"belitz",35.6844256769458
182.651096675319,160.071385890607,197.296614675117,199.8,FALSE,-17.1489033246812,20,40,"belitz",37.22522878451
208.26405549302,192.947076701394,223.243919330483,199.8,TRUE,8.46405549301991,20,40,"belitz",30.2968426290881
181.829455089267,159.708555549885,197.611433437817,199.8,FALSE,-17.9705449107332,20,40,"belitz",37.9028778879318
206.79591700455,184.939057042857,229.288456022382,199.8,TRUE,6.99591700454951,20,40,"belitz",44.3493989795244
199.879127553134,188.273030607063,216.713257036526,199.8,TRUE,0.0791275531339579,20,40,"belitz",28.4402264294625
212.543106332295,190.530545923839,227.59221478509,199.8,TRUE,12.7431063322951,20,40,"belitz",37.0616688612506
216.406709926947,196.401348483438,227.975006531773,199.8,TRUE,16.6067099269469,20,40,"belitz",31.5736580483353
212.094414668047,191.420122793526,230.985155026774,199.8,TRUE,12.2944146680471,20,40,"belitz",39.5650322332481
210.406306314496,188.082877957089,222.103884034542,199.8,TRUE,10.606306314496,20,40,"belitz",34.0210060774531
204.934629473787,183.91972708529,218.685536124039,199.8,TRUE,5.13462947378716,20,40,"belitz",34.7658090387498
187.072952684419,174.471901380495,201.462973270761,199.8,TRUE,-12.7270473155807,20,40,"belitz",26.9910718902651
206.606035864789,191.278043946584,222.215233579503,199.8,TRUE,6.80603586478904,20,40,"belitz",30.9371896329187
212.495899807733,200.828338376764,231.487983987128,199.8,FALSE,12.6958998077329,20,40,"belitz",30.6596456103647
201.067795382604,199.02813287876,205.360411815682,199.89,TRUE,1.17779538260396,50,10,"belitz",6.33227893692236
200.825781807121,198.255400985308,204.346320643238,199.89,TRUE,0.935781807121117,50,10,"belitz",6.09091965792916
199.904818727955,197.710154789641,203.375503988526,199.89,TRUE,0.0148187279551166,50,10,"belitz",5.66534919888562
201.794062963954,198.825355647529,204.153572541073,199.89,TRUE,1.90406296395412,50,10,"belitz",5.32821689354461
196.311151722956,193.891937860064,198.547108287501,199.89,FALSE,-3.57884827704368,50,10,"belitz",4.65517042743787
200.518829858003,197.664919049571,204.000101619212,199.89,TRUE,0.628829858002547,50,10,"belitz",6.33518256964032
200.689192650893,199.183658735332,203.046241060609,199.89,TRUE,0.799192650893502,50,10,"belitz",3.86258232527663
200.640259223805,198.868739500195,203.767523927581,199.89,TRUE,0.750259223804932,50,10,"belitz",4.898784427386
201.486345999969,199.622076910935,203.183238683953,199.89,TRUE,1.59634599996875,50,10,"belitz",3.56116177301791
201.753381280538,198.366904830717,204.188657658678,199.89,TRUE,1.86338128053828,50,10,"belitz",5.82175282796103
199.770889332514,196.485486162656,201.197918301817,199.89,TRUE,-0.119110667485955,50,10,"belitz",4.71243213916102
198.477185405418,195.811253295773,200.814222505716,199.89,TRUE,-1.41281459458153,50,10,"belitz",5.0029692099429
203.116873733378,198.754580608441,205.520386569577,199.89,TRUE,3.22687373337754,50,10,"belitz",6.76580596113533
200.406225497241,197.047772207012,203.129509202503,199.89,TRUE,0.516225497241436,50,10,"belitz",6.08173699549104
199.739881754145,195.643092429055,202.267261849301,199.89,TRUE,-0.150118245855055,50,10,"belitz",6.62416942024575
199.608469115076,196.455513081177,201.443291063439,199.89,TRUE,-0.281530884923598,50,10,"belitz",4.98777798226152
202.061578956533,199.993356808076,205.33422051632,199.89,FALSE,2.17157895653312,50,10,"belitz",5.34086370824457
201.32173714202,197.959218243912,203.663213203517,199.89,TRUE,1.43173714201956,50,10,"belitz",5.70399495960456
196.718577671668,194.461995384905,199.428804124713,199.89,FALSE,-3.1714223283318,50,10,"belitz",4.96680873980833
200.097744804756,197.64159885668,202.248788774893,199.89,TRUE,0.207744804755606,50,10,"belitz",4.60718991821312
200.534644586132,197.343386437682,203.828755499249,199.89,TRUE,0.644644586132017,50,10,"belitz",6.48536906156659
200.908693796238,198.250911438709,202.811419207444,199.89,TRUE,1.01869379623753,50,10,"belitz",4.56050776873514
200.192342534144,197.083562922895,202.78450557425,199.89,TRUE,0.302342534143577,50,10,"belitz",5.70094265135495
200.679397212032,197.59255825452,202.538814509167,199.89,TRUE,0.789397212032185,50,10,"belitz",4.94625625464653
200.433735211841,196.21828954516,203.303148216047,199.89,TRUE,0.543735211841181,50,10,"belitz",7.08485867088683
199.808714614105,197.031535489716,202.224989656208,199.89,TRUE,-0.081285385894688,50,10,"belitz",5.19345416649261
200.232073095027,197.958805927849,204.073032818276,199.89,TRUE,0.34207309502716,50,10,"belitz",6.11422689042718
201.40022326288,199.270941063409,204.817317000838,199.89,TRUE,1.51022326287966,50,10,"belitz",5.54637593742913
199.70674520105,197.434611665434,202.934441494036,199.89,TRUE,-0.18325479894969,50,10,"belitz",5.49982982860217
201.166581568893,197.665331271945,204.067027503964,199.89,TRUE,1.27658156889336,50,10,"belitz",6.40169623201899
201.015851162452,194.132257440177,207.542292941833,200.19,TRUE,0.825851162451812,50,20,"belitz",13.410035501656
206.106684797659,198.429198137525,210.193946131651,200.19,TRUE,5.91668479765906,50,20,"belitz",11.7647479941259
204.015232736712,195.004346171933,210.582298027454,200.19,TRUE,3.82523273671239,50,20,"belitz",15.577951855521
200.74445049131,193.582524605598,204.836101175858,200.19,TRUE,0.554450491309638,50,20,"belitz",11.2535765702602
203.122240527166,196.735733032193,209.695660544348,200.19,TRUE,2.93224052716556,50,20,"belitz",12.9599275121554
198.870347853859,192.550466466819,203.030333573825,200.19,TRUE,-1.3196521461409,50,20,"belitz",10.4798671070064
199.951238490513,196.080398537345,207.481417399101,200.19,TRUE,-0.23876150948692,50,20,"belitz",11.4010188617557
204.941297642411,199.038648025289,210.921126145636,200.19,TRUE,4.75129764241103,50,20,"belitz",11.8824781203471
195.93847357026,191.245100604885,203.544657306627,200.19,TRUE,-4.25152642973978,50,20,"belitz",12.2995567017413
199.157295257373,194.657851537215,203.496164110423,200.19,TRUE,-1.03270474262683,50,20,"belitz",8.83831257320753
198.204002821192,193.823916992285,201.823499408237,200.19,TRUE,-1.98599717880793,50,20,"belitz",7.99958241595198
197.110054600221,192.586864520683,201.533814084364,200.19,TRUE,-3.07994539977926,50,20,"belitz",8.94694956368159
205.339690085742,200.822355454242,210.59737844296,200.19,FALSE,5.14969008574215,50,20,"belitz",9.77502298871789
205.286530904706,201.25796990595,209.968680444076,200.19,FALSE,5.0965309047059,50,20,"belitz",8.71071053812688
202.461512759841,195.806177698179,207.120230070824,200.19,TRUE,2.27151275984053,50,20,"belitz",11.3140523726454
204.797350365607,198.450544087751,210.378551165,200.19,TRUE,4.60735036560729,50,20,"belitz",11.9280070772492
200.505791656137,191.089368384976,207.526075155467,200.19,TRUE,0.315791656137378,50,20,"belitz",16.4367067704909
206.748824509464,196.613339071589,210.675367514046,200.19,TRUE,6.55882450946351,50,20,"belitz",14.0620284424567
200.417564335573,193.88682383519,206.558696552013,200.19,TRUE,0.227564335572737,50,20,"belitz",12.6718727168238
202.993720518962,197.066460592049,207.933092088758,200.19,TRUE,2.80372051896177,50,20,"belitz",10.8666314967092
205.607258833245,200.239027310675,210.808634779545,200.19,FALSE,5.41725883324492,50,20,"belitz",10.5696074688697
199.664910949043,192.10989254666,206.965809358053,200.19,TRUE,-0.525089050957178,50,20,"belitz",14.8559168113926
198.38428536721,192.376661076833,204.788811438024,200.19,TRUE,-1.80571463279045,50,20,"belitz",12.4121503611908
202.101857820375,196.617693182449,209.15235169586,200.19,TRUE,1.91185782037462,50,20,"belitz",12.5346585134109
198.811773732595,187.875699335784,202.99930645655,200.19,TRUE,-1.37822626740513,50,20,"belitz",15.1236071207664
199.439470335993,195.290289876301,203.654429425555,200.19,TRUE,-0.750529664007274,50,20,"belitz",8.36413954925391
210.104943849064,205.665693232673,216.365724196686,200.19,FALSE,9.9149438490638,50,20,"belitz",10.7000309640133
201.729322167192,196.38721717556,207.799873946057,200.19,TRUE,1.53932216719178,50,20,"belitz",11.4126567704968
200.35821975517,195.177591449047,204.252429362085,200.19,TRUE,0.168219755169588,50,20,"belitz",9.07483791303838
204.570206725313,198.860278351988,210.154256406314,200.19,TRUE,4.38020672531346,50,20,"belitz",11.2939780543261
208.406398144325,197.241150811758,218.826535060294,199.8,TRUE,8.60639814432534,50,40,"belitz",21.5853842485364
197.102525102484,191.390510814797,207.293778642181,199.8,TRUE,-2.69747489751597,50,40,"belitz",15.9032678273845
201.62490942292,187.812227553061,208.812201429834,199.8,TRUE,1.82490942291986,50,40,"belitz",20.9999738767735
198.848351490409,189.576027900279,215.630017066298,199.8,TRUE,-0.951648509591166,50,40,"belitz",26.0539891660184
201.464192134233,191.61008104247,211.869535996791,199.8,TRUE,1.66419213423285,50,40,"belitz",20.2594549543214
208.013172604811,195.775139389963,220.909916003403,199.8,TRUE,8.21317260481106,50,40,"belitz",25.1347766134407
209.610136740746,200.912329296469,216.795874302002,199.8,FALSE,9.8101367407464,50,40,"belitz",15.8835450055331
203.405707054024,187.737591648165,216.591081229505,199.8,TRUE,3.60570705402432,50,40,"belitz",28.853489581339
199.099176740711,190.504444497653,207.891870160377,199.8,TRUE,-0.70082325928945,50,40,"belitz",17.3874256627232
194.644232247884,181.073101460515,209.823847295942,199.8,TRUE,-5.15576775211642,50,40,"belitz",28.7507458354272
204.270137640006,191.366880659853,216.823792443931,199.8,TRUE,4.47013764000641,50,40,"belitz",25.4569117840778
205.529183703299,190.093217350991,216.85342166986,199.8,TRUE,5.72918370329936,50,40,"belitz",26.7602043188694
