"estimate","lowci","highci","true_tenth","pass","distance","obs","sd","estimator","ci"
177.62312247586,166.063480191949,183.601458061058,186.99,FALSE,-9.36687752413962,20,10,"belitz",17.5379778691097
182.093554630638,174.936745713901,193.943128876882,186.99,TRUE,-4.89644536936203,20,10,"belitz",19.006383162981
188.56927018774,180.601884452266,194.685238742037,186.99,TRUE,1.57927018774049,20,10,"belitz",14.0833542897714
177.101479806226,168.914027588514,186.878632611901,186.99,FALSE,-9.88852019377404,20,10,"belitz",17.9646050233872
186.761229338085,181.592816469727,195.042333431274,186.99,TRUE,-0.228770661915462,20,10,"belitz",13.4495169615468
187.105566259618,178.046063337219,192.159858062599,186.99,TRUE,0.115566259618078,20,10,"belitz",14.1137947253803
191.243698717985,181.059886312043,199.464808333818,186.99,TRUE,4.25369871798478,20,10,"belitz",18.4049220217753
177.045194481927,165.807171699437,185.563015265186,186.99,FALSE,-9.94480551807339,20,10,"belitz",19.755843565749
193.589444333842,186.799404882799,200.773382465536,186.99,TRUE,6.59944433384209,20,10,"belitz",13.973977582737
167.401722052038,152.409572111653,181.125379110545,174.82,TRUE,-7.41827794796151,20,20,"belitz",28.715806998892
150.319543750545,139.669755127652,162.497662930621,174.82,FALSE,-24.5004562494546,20,20,"belitz",22.827907802969
171.192697319068,160.300198524317,188.435157649169,174.82,TRUE,-3.62730268093168,20,20,"belitz",28.1349591248527
179.361503794285,170.491855325756,186.339522268444,174.82,TRUE,4.54150379428509,20,20,"belitz",15.8476669426881
169.556303429511,150.747827857753,181.510467644828,174.82,TRUE,-5.26369657048946,20,20,"belitz",30.7626397870751
171.370054029843,159.589019864253,183.758866140368,174.82,TRUE,-3.44994597015699,20,20,"belitz",24.169846276115
172.244289671736,153.033903762292,187.766700999713,174.82,TRUE,-2.57571032826371,20,20,"belitz",34.7327972374204
175.206633566054,169.854161151325,186.952444752704,174.82,TRUE,0.386633566053519,20,20,"belitz",17.0982836013787
180.050873348437,166.78527433232,193.935547627085,174.82,TRUE,5.230873348437,20,20,"belitz",27.1502732947649
171.897825874042,144.15826394168,189.666000081547,174.82,TRUE,-2.92217412595778,20,20,"belitz",45.5077361398674
170.1515275096,152.643651738691,179.883779338315,174.82,TRUE,-4.66847249040043,20,20,"belitz",27.2401275996246
163.562897562008,157.161118592971,174.613674972561,174.82,FALSE,-11.2571024379917,20,20,"belitz",17.4525563795897
164.30795440826,145.003937687023,176.697323913131,174.82,TRUE,-10.5120455917401,20,20,"belitz",31.6933862261075
175.685397504558,153.892376397922,189.760725971105,174.82,TRUE,0.865397504558331,20,20,"belitz",35.8683495731828
184.186208386567,172.632657418779,197.219636028968,174.82,TRUE,9.36620838656694,20,20,"belitz",24.5869786101891
171.005216652114,154.309753465107,185.20415091828,174.82,TRUE,-3.81478334788599,20,20,"belitz",30.8943974531728
166.234466740893,157.193662178205,181.888807744003,174.82,TRUE,-8.58553325910739,20,20,"belitz",24.6951455657983
176.219275123078,161.665849452424,189.559734712036,174.82,TRUE,1.39927512307813,20,20,"belitz",27.8938852596124
172.231446806481,162.756305244284,185.246941906138,174.82,TRUE,-2.58855319351883,20,20,"belitz",22.4906366618544
159.612593381221,150.795467376746,173.07775258124,174.82,FALSE,-15.2074066187785,20,20,"belitz",22.2822852044944
164.688911434817,154.706335933942,177.637964037915,174.82,TRUE,-10.1310885651828,20,20,"belitz",22.9316281039726
169.453055580233,159.830376334106,181.435866504081,174.82,TRUE,-5.36694441976744,20,20,"belitz",21.6054901699748
162.072777083313,152.18113394655,175.452894492414,174.82,TRUE,-12.7472229166869,20,20,"belitz",23.2717605458645
169.754911548538,155.47479518041,179.393199924509,174.82,TRUE,-5.06508845146186,20,20,"belitz",23.9184047440991
177.924644400737,165.402307063047,190.153360187187,174.82,TRUE,3.10464440073702,20,20,"belitz",24.7510531241398
179.243187837977,165.022997801144,195.047368249929,174.82,TRUE,4.42318783797694,20,20,"belitz",30.0243704487854
157.25146273615,139.524486879372,165.109243775363,174.82,FALSE,-17.5685372638504,20,20,"belitz",25.584756895991
158.105252265162,138.469435906341,184.225364202287,174.82,TRUE,-16.7147477348381,20,20,"belitz",45.755928295946
177.541528930611,168.88434582855,197.622580253545,174.82,TRUE,2.72152893061079,20,20,"belitz",28.7382344249948
165.300223343445,152.458888791437,181.424639546072,174.82,TRUE,-9.51977665655457,20,20,"belitz",28.9657507546343
150.109767900548,109.444846672312,183.765624305724,149.3,TRUE,0.809767900547882,20,40,"belitz",74.3207776334118
121.02378335016,101.685824680288,137.042823367751,149.3,FALSE,-28.2762166498398,20,40,"belitz",35.3569986874627
155.335586058165,138.819094906454,171.753520119913,149.3,TRUE,6.03558605816465,20,40,"belitz",32.9344252134593
163.509503240101,146.889595326874,197.634136169788,149.3,TRUE,14.2095032401005,20,40,"belitz",50.7445408429137
149.839087176467,113.461534477733,183.722649658191,149.3,TRUE,0.53908717646658,20,40,"belitz",70.2611151804581
131.860461094485,107.127772331339,160.512312053603,149.3,TRUE,-17.4395389055145,20,40,"belitz",53.384539722264
137.639928219809,81.7938486428223,183.148498601959,149.3,TRUE,-11.6600717801905,20,40,"belitz",101.354649959137
161.772163967738,146.300330361539,181.84853684262,149.3,TRUE,12.4721639677379,20,40,"belitz",35.5482064810812
143.191714814702,125.256660871784,158.361083611822,149.3,TRUE,-6.10828518529848,20,40,"belitz",33.1044227400378
137.772648069615,105.144742481996,179.703848340107,149.3,TRUE,-11.5273519303849,20,40,"belitz",74.5591058581103
139.103879086133,118.046442776486,161.81815063134,149.3,TRUE,-10.196120913867,20,40,"belitz",43.7717078548536
150.583566719365,135.352538492759,165.017618133952,149.3,TRUE,1.28356671936544,20,40,"belitz",29.6650796411927
140.114674742825,120.663481400966,178.384016361412,149.3,TRUE,-9.18532525717526,20,40,"belitz",57.7205349604457
155.478976766347,137.466511577351,192.629869667952,149.3,TRUE,6.17897676634706,20,40,"belitz",55.1633580906013
139.49687988693,122.5239564912,166.583887823737,149.3,TRUE,-9.80312011306984,20,40,"belitz",44.0599313325369
150.944239970802,127.611062661696,189.266086294221,149.3,TRUE,1.64423997080215,20,40,"belitz",61.6550236325242
151.380852033655,123.217925016197,176.426000039902,149.3,TRUE,2.08085203365474,20,40,"belitz",53.2080750237053
129.808884567664,107.794751332817,153.680773849515,149.3,TRUE,-19.4911154323365,20,40,"belitz",45.8860225166972
145.607411327086,134.908118554131,167.104973304968,149.3,TRUE,-3.69258867291413,20,40,"belitz",32.1968547508368
119.966670185558,95.1624268963654,140.800742492831,149.3,FALSE,-29.3333298144415,20,40,"belitz",45.6383155964657
142.866630786074,106.074846822834,176.899705932469,149.3,TRUE,-6.43336921392645,20,40,"belitz",70.8248591096348
148.02887504128,113.903539472182,175.21072766256,149.3,TRUE,-1.27112495872041,20,40,"belitz",61.3071881903778
151.803596714604,137.308446606434,181.844342196522,149.3,TRUE,2.50359671460373,20,40,"belitz",44.5358955900876
165.208832395696,140.138265833339,191.098705722789,149.3,TRUE,15.9088323956956,20,40,"belitz",50.9604398894501
160.233623580635,133.368952880503,174.540459727852,149.3,TRUE,10.9336235806351,20,40,"belitz",41.171506847349
149.494955296191,139.118940959415,176.612753416009,149.3,TRUE,0.194955296190614,20,40,"belitz",37.4938124565938
137.85169775677,78.6148839834444,184.388641120475,149.3,TRUE,-11.4483022432301,20,40,"belitz",105.773757137031
133.832006573919,126.447240692674,145.681913241272,149.3,FALSE,-15.4679934260815,20,40,"belitz",19.2346725485974
156.078295720694,136.697497209632,180.120245367707,149.3,TRUE,6.77829572069447,20,40,"belitz",43.4227481580742
168.101525466369,144.369491892038,202.848845621695,149.3,TRUE,18.8015254663685,20,40,"belitz",58.4793537296575
184.4870105722,178.585704752006,188.87376465795,186.99,TRUE,-2.50298942779958,50,10,"belitz",10.2880599059443
182.003529312807,175.348063208094,187.949394343402,186.99,TRUE,-4.98647068719299,50,10,"belitz",12.6013311353082
187.221811406628,183.683610146996,191.379765383421,186.99,TRUE,0.23181140662777,50,10,"belitz",7.69615523642511
183.876344858914,178.719897836805,188.958544664244,186.99,TRUE,-3.11365514108621,50,10,"belitz",10.2386468274394
181.01546397806,175.548112841649,187.821344142564,186.99,TRUE,-5.97453602193997,50,10,"belitz",12.2732313009143
179.556524017238,172.406037526213,187.852136210385,186.99,TRUE,-7.43347598276219,50,10,"belitz",15.4460986841718
184.018641508172,176.908793880582,191.67342264276,186.99,TRUE,-2.97135849182789,50,10,"belitz",14.7646287621788
186.099817844118,181.809996252525,188.902713123037,186.99,TRUE,-0.890182155882457,50,10,"belitz",7.09271687051165
187.6929397954,183.800825180288,190.852642528743,186.99,TRUE,0.702939795400482,50,10,"belitz",7.05181734845436
185.543739570203,178.592801586601,190.708085304499,186.99,TRUE,-1.44626042979723,50,10,"belitz",12.1152837178982
185.69004905693,179.819694182999,190.162612241939,186.99,TRUE,-1.29995094307026,50,10,"belitz",10.3429180589399
182.820517348259,175.619655019892,186.803330802188,186.99,FALSE,-4.16948265174148,50,10,"belitz",11.1836757822963
187.610431218541,184.744602184019,191.701833505164,186.99,TRUE,0.620431218541256,50,10,"belitz",6.95723132114486
183.815806700176,180.273305670072,187.165495021567,186.99,TRUE,-3.17419329982386,50,10,"belitz",6.89218935149506
180.671898732132,172.835294747234,184.960611069813,186.99,FALSE,-6.31810126786795,50,10,"belitz",12.1253163225794
187.642938099238,181.772815800026,191.065581912183,186.99,TRUE,0.652938099237929,50,10,"belitz",9.29276611215661
182.65735029645,177.242150473074,187.617806212082,186.99,TRUE,-4.33264970354972,50,10,"belitz",10.3756557390074
183.939535674374,175.743810194138,189.963428890456,186.99,TRUE,-3.05046432562622,50,10,"belitz",14.2196186963178
182.533262627712,173.929057029048,187.807997201718,186.99,TRUE,-4.45673737228847,50,10,"belitz",13.8789401726698
186.504105049921,182.142863894822,189.862453559234,186.99,TRUE,-0.485894950079057,50,10,"belitz",7.71958966441187
186.794395779489,180.269416630876,190.432569000407,186.99,TRUE,-0.195604220510631,50,10,"belitz",10.1631523695306
182.879868877451,173.919993262293,190.635375990239,186.99,TRUE,-4.11013112254903,50,10,"belitz",16.7153827279459
184.606294863897,178.946489206679,190.964327500214,186.99,TRUE,-2.3837051361032,50,10,"belitz",12.017838293535
186.433066216225,180.544344942853,189.259890492581,186.99,TRUE,-0.556933783774838,50,10,"belitz",8.7155455497284
184.6199370131,177.754703906535,188.7645092608,186.99,TRUE,-2.37006298690008,50,10,"belitz",11.0098053542643
184.372318340311,177.928508173109,189.504331508798,186.99,TRUE,-2.61768165968871,50,10,"belitz",11.5758233356893
183.063114662075,177.343004280628,189.243688090268,186.99,TRUE,-3.9268853379254,50,10,"belitz",11.9006838096396
186.153262444941,180.064006428757,194.124042580347,186.99,TRUE,-0.8367375550595,50,10,"belitz",14.06003615159
179.239975184321,172.349204648435,185.68524646104,186.99,FALSE,-7.75002481567904,50,10,"belitz",13.3360418126051
181.319497835636,174.913673754023,188.90513169275,186.99,TRUE,-5.67050216436434,50,10,"belitz",13.9914579387271
166.636267797554,159.218482616625,174.3995495849,174.82,FALSE,-8.18373220244573,50,20,"belitz",15.1810669682749
173.990884794569,164.222584678182,178.450585426506,174.82,TRUE,-0.829115205431492,50,20,"belitz",14.2280007483245
167.081761529393,155.455459313462,179.360761773189,174.82,TRUE,-7.73823847060748,50,20,"belitz",23.9053024597265
173.315605106801,165.661120857197,182.768264350542,174.82,TRUE,-1.50439489319876,50,20,"belitz",17.1071434933446
169.620674111069,161.061856780219,180.888933941969,174.82,TRUE,-5.19932588893147,50,20,"belitz",19.8270771617503
169.417875071899,160.799768504074,177.680934099811,174.82,TRUE,-5.40212492810053,50,20,"belitz",16.8811655957377
167.115657834965,162.228613089276,176.35672989231,174.82,TRUE,-7.70434216503466,50,20,"belitz",14.1281168030339
172.70547295684,162.446564855744,181.575265719898,174.82,TRUE,-2.11452704316045,50,20,"belitz",19.1287008641542
164.295517624424,154.946028432022,168.250197898851,174.82,FALSE,-10.5244823755758,50,20,"belitz",13.3041694668292
158.273624589842,151.943656983564,171.036469939139,174.82,FALSE,-16.546375410158,50,20,"belitz",19.092812955575
168.793352071224,156.961543544819,181.280519872574,174.82,TRUE,-6.02664792877576,50,20,"belitz",24.3189763277544
170.55676170262,163.561665137187,175.381628417404,174.82,TRUE,-4.26323829737964,50,20,"belitz",11.8199632802175
172.472323585409,163.171416595627,179.717251916488,174.82,TRUE,-2.34767641459055,50,20,"belitz",16.5458353208609
170.070599635567,163.038674519007,180.555147140548,174.82,TRUE,-4.74940036443297,50,20,"belitz",17.5164726215413
168.704541909258,150.764773199012,177.015736862641,174.82,TRUE,-6.11545809074201,50,20,"belitz",26.2509636636286
171.856169000222,161.812286600643,179.425545123039,174.82,TRUE,-2.96383099977808,50,20,"belitz",17.6132585223957
168.921699462178,162.082192419406,175.804020035037,174.82,TRUE,-5.89830053782168,50,20,"belitz",13.7218276156317
173.903028924353,167.180283331832,182.749289185544,174.82,TRUE,-0.916971075647069,50,20,"belitz",15.569005853712
164.882127917466,154.866789292089,169.944893555502,174.82,FALSE,-9.93787208253411,50,20,"belitz",15.0781042634129
171.645091051345,162.44038746895,179.514910355814,174.82,TRUE,-3.1749089486554,50,20,"belitz",17.0745228868645
173.084817625772,166.250105429118,182.747533790212,174.82,TRUE,-1.73518237422797,50,20,"belitz",16.4974283610944
161.743334044331,152.245390042321,168.074355994506,174.82,FALSE,-13.0766659556693,50,20,"belitz",15.8289659521856
160.626867158796,152.714027594183,178.098844515909,174.82,TRUE,-14.1931328412041,50,20,"belitz",25.3848169217263
172.15439247111,156.087642338121,182.778231254178,174.82,TRUE,-2.66560752889001,50,20,"belitz",26.6905889160566
165.558861282403,157.719346212655,174.124900334479,174.82,FALSE,-9.26113871759699,50,20,"belitz",16.4055541218246
167.913674044186,154.424947676317,173.769521057053,174.82,FALSE,-6.90632595581434,50,20,"belitz",19.3445733807357
179.833316955299,170.477597928744,187.419333471357,174.82,TRUE,5.01331695529902,50,20,"belitz",16.9417355426123
169.358531960709,157.948252921209,178.072050307667,174.82,TRUE,-5.46146803929111,50,20,"belitz",20.123797386458
166.305062672707,153.12564416319,179.922728969423,174.82,TRUE,-8.51493732729344,50,20,"belitz",26.7970848062334
172.061166988315,165.150946892606,186.40945050086,174.82,TRUE,-2.75883301168517,50,20,"belitz",21.2585036082534
150.024084760794,134.522249586755,173.145628202415,149.3,TRUE,0.724084760794341,50,40,"belitz",38.6233786156602
149.164462816744,130.734101902428,168.679237289247,149.3,TRUE,-0.135537183256133,50,40,"belitz",37.9451353868188
141.782695169878,133.082368367724,154.334360644887,149.3,TRUE,-7.51730483012216,50,40,"belitz",21.2519922771635
137.38103032048,90.3619319824784,150.678302955478,149.3,TRUE,-11.9189696795204,50,40,"belitz",60.3163709729996
145.038572793923,118.328885387173,168.710530183982,149.3,TRUE,-4.2614272060766,50,40,"belitz",50.3816447968086
148.770549756267,134.188407510069,164.82856349491,149.3,TRUE,-0.529450243733208,50,40,"belitz",30.6401559848408
162.456439009992,150.580850777741,173.181296844646,149.3,FALSE,13.1564390099922,50,40,"belitz",22.6004460669054
134.648763895346,125.973631744686,145.179991044046,149.3,FALSE,-14.6512361046539,50,40,"belitz",19.2063592993594
140.023862350189,126.17140255646,162.745996154116,149.3,TRUE,-9.27613764981086,50,40,"belitz",36.5745935976557
133.029724346674,117.022491233318,149.577609336896,149.3,TRUE,-16.2702756533255,50,40,"belitz",32.5551181035781
