"estimate","lowci","highci","true_ninty","pass","distance","obs","sd","estimator","ci"
220.82496241687,214.092684468376,226.916907438681,200.19,FALSE,20.6349624168696,50,20,"belitz",12.8242229703053
227.962297304338,216.15354272054,231.863191791386,200.19,FALSE,27.7722973043375,50,20,"belitz",15.7096490708464
219.816602210132,215.629148310727,229.237009627976,200.19,FALSE,19.6266022101317,50,20,"belitz",13.6078613172483
225.026849176911,216.476350883782,231.810638756741,200.19,FALSE,24.8368491769107,50,20,"belitz",15.3342878729582
227.94624688584,224.930396639308,234.559396024028,200.19,FALSE,27.7562468858404,50,20,"belitz",9.62899938472043
218.714281247135,213.272044686123,224.440174461133,200.19,FALSE,18.5242812471351,50,20,"belitz",11.1681297750097
228.001665903603,212.939861854148,266.066340026643,200.19,FALSE,27.8116659036031,50,20,"belitz",53.1264781724943
219.418492718361,212.5207668559,230.555402100283,200.19,FALSE,19.2284927183607,50,20,"belitz",18.0346352443821
216.340016952283,212.792163892821,220.468316199601,200.19,FALSE,16.1500169522828,50,20,"belitz",7.67615230678001
228.916140442836,223.668495989137,236.519109784749,200.19,FALSE,28.7261404428357,50,20,"belitz",12.8506137956113
229.984130419627,223.03010884299,238.142410336587,200.19,FALSE,29.794130419627,50,20,"belitz",15.1123014935972
227.500983763675,218.365118646652,238.628994091991,200.19,FALSE,27.3109837636751,50,20,"belitz",20.2638754453382
229.479238724773,223.14179386587,235.293960955302,200.19,FALSE,29.2892387247725,50,20,"belitz",12.1521670894326
223.475727848505,217.707004888184,228.344884988201,200.19,FALSE,23.2857278485048,50,20,"belitz",10.6378801000175
230.577112399865,221.435487818461,237.55185276931,200.19,FALSE,30.3871123998648,50,20,"belitz",16.1163649508497
226.979934949616,215.241847086517,235.34459690859,200.19,FALSE,26.7899349496157,50,20,"belitz",20.1027498220725
226.313409072209,219.271798004503,232.4132422906,200.19,FALSE,26.1234090722085,50,20,"belitz",13.1414442860973
229.167187648658,220.554706878592,237.303267562723,200.19,FALSE,28.9771876486576,50,20,"belitz",16.7485606841307
230.087093641205,217.181554915988,238.575646935634,200.19,FALSE,29.8970936412047,50,20,"belitz",21.3940920196459
228.784509480742,218.216826885974,240.539034740772,200.19,FALSE,28.5945094807421,50,20,"belitz",22.3222078547976
223.753129504153,217.328377119093,228.265269601992,200.19,FALSE,23.5631295041534,50,20,"belitz",10.9368924828995
223.045157608614,216.261754465207,233.552532617229,200.19,FALSE,22.8551576086143,50,20,"belitz",17.2907781520217
222.186901261683,216.910765502571,231.341291260213,200.19,FALSE,21.9969012616831,50,20,"belitz",14.4305257576413
232.86971693401,226.238056641052,237.771179255509,200.19,FALSE,32.6797169340098,50,20,"belitz",11.5331226144568
225.716229648515,217.162302007273,232.734468079088,200.19,FALSE,25.5262296485151,50,20,"belitz",15.5721660718147
227.006348971904,217.5713910426,242.635306737223,200.19,FALSE,26.8163489719037,50,20,"belitz",25.063915694623
227.015480701944,220.759211604754,233.778239047609,200.19,FALSE,26.8254807019436,50,20,"belitz",13.019027442855
255.520053940353,238.467965920927,264.819164645634,199.8,FALSE,55.7200539403532,50,40,"belitz",26.3511987247069
236.171942849318,224.378630698503,247.186902547621,199.8,FALSE,36.3719428493179,50,40,"belitz",22.8082718491181
249.952267312309,229.658720379843,260.497795552478,199.8,FALSE,50.1522673123092,50,40,"belitz",30.8390751726342
249.459835741795,236.58741617123,264.916380627364,199.8,FALSE,49.6598357417948,50,40,"belitz",28.3289644561332
247.393903451402,236.585611193174,255.226751858531,199.8,FALSE,47.5939034514016,50,40,"belitz",18.6411406653563
258.709862885061,249.116956835125,275.474340964337,199.8,FALSE,58.9098628850612,50,40,"belitz",26.3573841292112
249.340832031047,233.764617445772,261.660239409673,199.8,FALSE,49.5408320310469,50,40,"belitz",27.8956219639008
261.914282893605,247.695045380662,286.183594517695,199.8,FALSE,62.1142828936049,50,40,"belitz",38.4885491370327
247.709319250206,225.019758837866,263.817495641442,199.8,FALSE,47.9093192502065,50,40,"belitz",38.7977368035759
255.476906856252,230.281552734948,282.31361359826,199.8,FALSE,55.6769068562521,50,40,"belitz",52.0320608633116
259.105690592441,245.46444309384,282.371374833724,199.8,FALSE,59.3056905924412,50,40,"belitz",36.9069317398837
256.247008800803,239.601531247263,288.938522649434,199.8,FALSE,56.4470088008035,50,40,"belitz",49.3369914021708
239.498628265746,226.501155873354,264.639756664501,199.8,FALSE,39.6986282657461,50,40,"belitz",38.1386007911472
253.074384127596,232.641948621028,264.322636196137,199.8,FALSE,53.2743841275961,50,40,"belitz",31.6806875751099
264.34556060127,240.436525843323,281.508362926003,199.8,FALSE,64.5455606012696,50,40,"belitz",41.0718370826797
255.409379468689,247.461416015616,275.50140840349,199.8,FALSE,55.6093794686889,50,40,"belitz",28.039992387874
269.41658471324,249.039537254859,301.952107839147,199.8,FALSE,69.6165847132401,50,40,"belitz",52.9125705842881
248.613413122835,235.899597126897,259.703555182879,199.8,FALSE,48.8134131228352,50,40,"belitz",23.8039580559815
261.299258198653,233.912953722886,279.326727825992,199.8,FALSE,61.4992581986531,50,40,"belitz",45.4137741031054
239.784805182662,223.060596178963,253.345667190555,199.8,FALSE,39.9848051826621,50,40,"belitz",30.2850710115917
254.019031099744,245.159551628389,263.394833197056,199.8,FALSE,54.2190310997436,50,40,"belitz",18.2352815686673
255.898998322123,242.566691103091,272.312362524296,199.8,FALSE,56.0989983221227,50,40,"belitz",29.7456714212054
250.216741780385,234.259317785333,268.308440821988,199.8,FALSE,50.4167417803848,50,40,"belitz",34.049123036655
244.316455624166,236.890451861479,250.148733971784,199.8,FALSE,44.5164556241655,50,40,"belitz",13.2582821103055
261.684091526064,243.951070556446,268.41000318141,199.8,FALSE,61.8840915260639,50,40,"belitz",24.4589326249639
250.113039932461,234.593150680902,257.366009134697,199.8,FALSE,50.3130399324606,50,40,"belitz",22.7728584537952
260.424958348365,244.919065003899,281.612226351903,199.8,FALSE,60.6249583483647,50,40,"belitz",36.6931613480043
250.625677059416,231.119736914534,277.435413077932,199.8,FALSE,50.8256770594157,50,40,"belitz",46.3156761633988
253.039199224453,242.793735081225,263.592375343219,199.8,FALSE,53.2391992244528,50,40,"belitz",20.7986402619938
247.56624627539,237.671250172046,255.693804271495,199.8,FALSE,47.7662462753896,50,40,"belitz",18.0225540994486
