estimate,lowci,highci,true_fifth,pass,distance,obs,sd,estimator
171.06473,168.7727398,174.1111053,183.2094,FALSE,-12.14466998,50,10,belitz
181.6171625,175.304439,188.2421675,183.2094,TRUE,-1.59223746,50,10,belitz
176.3240696,173.0804076,185.1332198,183.2094,TRUE,-6.88533044,50,10,belitz
173.6559851,168.0439833,185.9314306,183.2094,TRUE,-9.553414863,50,10,belitz
171.8667395,163.3489821,182.1745263,183.2094,FALSE,-11.34266052,50,10,belitz
177.832777,170.1555638,186.6687791,183.2094,TRUE,-5.376622976,50,10,belitz
180.9739531,172.3669984,187.6113176,183.2094,TRUE,-2.235446866,50,10,belitz
178.4379337,174.2516021,190.442927,183.2094,TRUE,-4.77146634,50,10,belitz
176.1953258,169.1769617,187.8401403,183.2094,TRUE,-7.014074232,50,10,belitz
180.6202476,176.5625003,186.6337709,183.2094,TRUE,-2.589152383,50,10,belitz
173.428985,168.346553,182.2481523,183.2094,FALSE,-9.780414964,50,10,belitz
182.5394399,175.5899396,189.4809561,183.2094,TRUE,-0.669960103,50,10,belitz
178.5741304,171.066285,183.2258083,183.2094,TRUE,-4.635269629,50,10,belitz
169.353463,165.9352233,173.1608437,183.2094,FALSE,-13.855937,50,10,belitz
180.4097729,174.9707971,186.1305651,183.2094,TRUE,-2.799627088,50,10,belitz
174.2924927,168.903941,181.9529636,183.2094,FALSE,-8.916907335,50,10,belitz
177.0944752,168.0811506,188.4394567,183.2094,TRUE,-6.114924809,50,10,belitz
176.3075766,171.9629924,182.3331442,183.2094,FALSE,-6.901823446,50,10,belitz
182.103825,171.6072356,187.7262416,183.2094,TRUE,-1.105575007,50,10,belitz
179.2706275,172.6769657,188.3286477,183.2094,TRUE,-3.938772478,50,10,belitz
176.7992963,168.688397,188.9949045,183.2094,TRUE,-6.410103735,50,10,belitz
180.4563295,170.6365156,189.0901424,183.2094,TRUE,-2.753070466,50,10,belitz
181.3341738,173.7034767,190.3147219,183.2094,TRUE,-1.875226227,50,10,belitz
173.7340611,168.72374,183.1963494,183.2094,FALSE,-9.475338946,50,10,belitz
178.4879565,173.123261,182.7454901,183.2094,FALSE,-4.721443545,50,10,belitz
176.3584557,170.5440673,184.6069675,183.2094,TRUE,-6.850944276,50,10,belitz
179.7932063,173.6755065,190.1989443,183.2094,TRUE,-3.416193684,50,10,belitz
169.2815845,167.7942173,171.2427588,183.2094,FALSE,-13.92781554,50,10,belitz
172.9908978,171.0009927,176.953045,183.2094,FALSE,-10.21850225,50,10,belitz
154.3375977,143.927194,163.5558469,167.6472,FALSE,-13.30960225,50,20,belitz
163.9024098,150.4208497,170.0519933,167.6472,TRUE,-3.744790214,50,20,belitz
153.3778695,144.4897259,163.3894951,167.6472,FALSE,-14.26933054,50,20,belitz
162.6899284,153.3926108,173.0277096,167.6472,TRUE,-4.957271641,50,20,belitz
158.6768178,140.2077948,167.7902809,167.6472,TRUE,-8.970382225,50,20,belitz
158.5398599,153.7691313,173.3718933,167.6472,TRUE,-9.107340122,50,20,belitz
155.5231763,145.8103657,163.1383177,167.6472,FALSE,-12.12402373,50,20,belitz
160.5364327,152.912248,171.132774,167.6472,TRUE,-7.110767275,50,20,belitz
154.3747417,141.6491204,165.3976286,167.6472,FALSE,-13.27245835,50,20,belitz
148.3221184,133.5351483,157.9124776,167.6472,FALSE,-19.32508164,50,20,belitz
155.2772201,150.5635221,170.7184496,167.6472,TRUE,-12.36997986,50,20,belitz
162.2408904,152.6085046,172.6873893,167.6472,TRUE,-5.406309615,50,20,belitz
159.7272459,153.8663268,168.5860335,167.6472,TRUE,-7.919954135,50,20,belitz
160.5943528,159.8691593,162.2582118,167.6472,FALSE,-7.05284721,50,20,belitz
152.496746,147.0407754,170.9116471,167.6472,TRUE,-15.15045402,50,20,belitz
157.8814529,150.6260281,166.5013689,167.6472,FALSE,-9.765747131,50,20,belitz
156.954774,145.122736,169.6685421,167.6472,TRUE,-10.69242599,50,20,belitz
160.237707,152.2081154,169.8256821,167.6472,TRUE,-7.409493019,50,20,belitz
150.8854262,146.4530359,159.1355359,167.6472,FALSE,-16.76177382,50,20,belitz
161.4575387,146.5315252,172.3014469,167.6472,TRUE,-6.189661275,50,20,belitz
160.5996188,157.127067,175.4101826,167.6472,TRUE,-7.047581157,50,20,belitz
146.3128017,140.8159939,157.885981,167.6472,FALSE,-21.33439829,50,20,belitz
149.4876091,137.7263524,157.635159,167.6472,FALSE,-18.15959087,50,20,belitz
145.594539,136.2778792,171.2008958,167.6472,TRUE,-22.05266098,50,20,belitz
152.4222732,148.3457379,160.4894727,167.6472,FALSE,-15.22492676,50,20,belitz
154.3061991,148.4436887,162.8008655,167.6472,FALSE,-13.34100093,50,20,belitz
168.3872063,156.8668132,177.3494143,167.6472,TRUE,0.740006347,50,20,belitz
156.5539044,147.0546558,164.1972388,167.6472,FALSE,-11.09329561,50,20,belitz
152.0646402,146.1766087,162.705105,167.6472,FALSE,-15.58255977,50,20,belitz
161.495627,148.1784982,166.4563373,167.6472,FALSE,-6.151572979,50,20,belitz
132.846431,122.5194124,157.0721276,134.3476,NA,-1.501168973,50,40,belitz
131.1604846,121.1269158,151.9953928,134.3476,NA,-3.187115362,50,40,belitz
125.4039737,115.8084296,140.3491288,134.3476,NA,-8.943626261,50,40,belitz
92.61190547,42.45576298,132.1048294,134.3476,NA,-41.73569453,50,40,belitz
129.2770685,106.148667,151.7644061,134.3476,NA,-5.070531476,50,40,belitz
131.2030438,110.4850767,146.098257,134.3476,NA,-3.144556165,50,40,belitz
148.5146,147.1951,152.4618,134.3476,,14.167,,,
113.9658672,95.52830979,123.5402055,134.3476,NA,-20.38173281,50,40,belitz
123.3984259,106.8707777,133.3691211,134.3476,NA,-10.94917412,50,40,belitz
115.6534982,112.1392564,119.4309262,134.3476,NA,-18.69410177,50,40,belitz
119.8209577,113.8154143,136.8455503,134.3476,NA,-14.52664234,50,40,belitz
127.2715139,113.3721249,149.5063757,134.3476,NA,-7.076086061,50,40,belitz
125.9818846,105.9130468,138.6769304,134.3476,NA,-8.365715441,50,40,belitz
85.37191577,58.13226085,130.6941583,134.3476,NA,-48.97568423,50,40,belitz
127.027555,110.7781853,142.3284576,134.3476,NA,-7.320045044,50,40,belitz
128.7532129,117.2906094,150.2922621,134.3476,NA,-5.594387091,50,40,belitz
121.151639,108.0518395,130.9322672,134.3476,NA,-13.19596103,50,40,belitz
134.0588805,113.5180865,161.7130137,134.3476,NA,-0.288719493,50,40,belitz
118.0554184,108.2316287,150.2681951,134.3476,NA,-16.29218157,50,40,belitz
117.2707819,105.1040767,132.7707379,134.3476,NA,-17.07681805,50,40,belitz
148.7290462,132.4918181,160.6808229,134.3476,NA,14.38144615,50,40,belitz
129.5596847,120.0336458,142.4256261,134.3476,NA,-4.787915303,50,40,belitz
121.0756825,104.7360392,133.1655498,134.3476,NA,-13.27191746,50,40,belitz
134.812315,126.5190409,150.7014528,134.3476,NA,0.464714992,50,40,belitz
87.25354641,63.97452969,151.4950969,134.3476,NA,-47.09405359,50,40,belitz
147.1010881,141.2945206,161.0809697,134.3476,NA,12.75348805,50,40,belitz
132.9816,117.7826,151.3004,134.3476,,-1.366,,,
127.2468386,114.5174235,139.6375866,134.3476,NA,-7.100761358,50,40,belitz
130.4896482,113.0981224,149.1518201,134.3476,NA,-3.857951762,50,40,belitz
122.3500183,104.4881277,145.1737661,134.3476,NA,-11.99758173,50,40,belitz
