"","x"
"373",182.81534051005
"374",183.92881513221
"375",182.954141112983
"376",182.57446178866
"377",183.400402281838
"378",182.582353285294
"379",183.45781924996
"380",182.308991551591
"381",183.262950705185
"382",183.046204694676
"383",182.610329912857
"384",183.129662342212
"385",183.421566042333
"386",182.567728959964
"387",183.355017873403
"388",183.157913450061
"389",183.207052171277
"390",182.494025878627
"391",182.611670535492
"392",182.482525552919
"393",183.13667473275
"394",183.221920182604
"395",182.770508471049
"396",182.838139146049
"397",182.579955926182
"398",183.323476972759
"399",183.11444710128
"400",182.963819738083
"401",182.956278989102
"402",182.863699300368
"403",183.428223483134
"404",182.852047984877
"405",182.458468733877
"406",182.541854404674
"407",182.569792822123
"408",182.680711974737
"409",183.020548906209
"410",183.013360646287
"411",183.022876349222
"412",182.69432188213
"413",183.51629342236
"414",182.457645636527
"415",182.398794768527
"416",183.155479619245
"417",182.919583082781
"418",182.987580954859
"419",182.418834155898
"420",183.455098008529
"421",182.553797297098
"422",183.406427368242
"423",182.525165362513
"424",182.613532389608
"425",183.164267157087
"426",183.275754520041
"427",182.786983101341
"428",182.760600574799
"429",182.602415459872
"430",183.388943056967
"431",182.941734279128
"432",183.001428969181
"433",183.205736434731
"434",182.895988943654
"435",182.805790318547
"436",182.814984939763
"437",182.791533719829
"438",182.924633675298
"439",182.987693679155
"440",182.953617595552
"441",182.881516155449
"442",183.002428144635
"443",183.002180168614
"444",182.852493863265
"445",183.018928687637
"446",182.467198287815
"447",182.923103155979
"448",183.440921527131
"449",183.128608806003
"450",182.589645678794
"451",183.537438738826
"452",182.614186482573
"453",182.837107772389
"454",183.105050853699
"455",182.795458907066
"456",182.949978357206
"457",183.497982792304
"458",183.461482628102
"459",183.048347844766
"460",183.536549223099
"461",183.19578508052
"462",183.274692914578
"463",182.427366070548
"464",183.241544530163
"465",182.87046274053
"466",183.313393082999
"467",182.527535656847
"468",182.774090514789
"469",183.106716278831
"470",183.602126598053
"471",183.269361732158
"472",182.835225058457
"473",183.089714704539
"474",182.925540891863
"475",183.242321616902
"476",182.71401979671
"477",182.758408817555
"478",183.635498697881
"479",182.885026370059
"480",183.33632775603
"481",182.964074357654
"482",183.209878933578
"483",182.35355085505
"484",182.7483419532
"485",182.711303472762
"486",183.316780471249
"487",183.08653760768
"488",183.228657650875
"489",183.203699993011
"490",183.090558150102
"491",183.115502576381
"492",182.620597249765
"493",182.732444593545
"494",182.561966493497
"495",183.246146552198
"496",183.362101290982
"497",182.858646177176
"498",183.047178189677
"499",183.27020982526
"500",183.567863531621
"501",183.195230566183
"502",183.223178802264
"503",183.259977304561
"504",183.154650616428
"505",183.065683859015
"506",183.395951522623
"507",183.22894515907
"508",183.127698100399
"509",183.455046046588
"510",182.980612659909
"511",183.024008131098
"512",183.125885253358
"513",183.665172234715
"514",182.690543645312
"515",182.928836798213
"516",183.065153362517
"517",183.099539097828
"518",183.024474154834
"519",182.890844103985
"520",183.321056517118
"521",183.038907468856
"522",182.928859876816
"523",183.210880833004
"524",183.78552101125
"525",183.180437158403
"526",183.068064313666
"527",183.316808388872
"528",182.956299132661
"529",183.167742917762
"530",182.989320498547
"531",182.808386557112
"532",183.138642854898
"533",182.637830382561
"534",182.842246021199
"535",183.461235078451
"536",182.8417817248
"537",183.031348169268
"538",183.120382871552
"539",183.282498028463
"540",182.760357131711
"541",183.067590128116
"542",182.800537627229
"543",182.78622062568
"544",183.178092877833
"545",182.518209707048
"546",182.946865523464
"547",183.491452015752
"548",183.005615713352
"549",183.053482865849
"550",183.303911364875
"551",183.230933053371
"552",182.609782435757
"553",182.899090233389
"554",182.64952837523
"555",182.741624841091
"556",183.219550737517
"557",182.723203316103
"558",182.600430170813
"559",182.740091709897
"560",183.038609892729
"561",183.219290073447
"562",183.119093454523
"563",182.985050982516
"564",183.039762419703
"565",182.759474111776
"566",183.302205004973
"567",183.329158486598
"568",183.367750292337
"569",182.899922589728
"570",182.801128714455
"571",182.782303189028
"572",182.69513657714
"573",182.439319836538
"574",183.353080154871
"575",182.546901232477
"576",183.23241310822
"577",182.997045439162
"578",182.775548181988
"579",182.789146981034
"580",182.728707741593
"581",182.995115051591
"582",182.674674708645
"583",182.666034142831
"584",183.242472206682
"585",183.042029838249
"586",183.077398767965
"587",183.185763708522
"588",182.890030269397
"589",182.982243363894
"590",183.340714549015
"591",182.951416561424
"592",182.97333416672
"593",182.39415198505
"594",183.216425612469
"595",182.950555017032
"596",182.915300476411
"597",183.123650317029
"598",183.449961557884
"599",183.375558731365
"600",182.637031483065
"601",183.037679284835
"602",183.136138102809
"603",183.073310484477
"604",183.134904531796
"605",182.382237883546
"606",183.046447399936
"607",182.746350562191
"608",182.614599317569
"609",182.72539833055
"610",183.057414587044
"611",183.183507664232
"612",183.02718682832
"613",183.092846321439
"614",183.084829998381
"615",182.941416932144
"616",183.161179565363
"617",182.972232945309
"618",182.869328644009
"619",183.05521781763
"620",182.833757211538
"621",183.274473223179
"622",183.02656759443
"623",183.351220167393
"624",182.673357460219
"625",183.31040904841
"626",182.991540112838
"627",183.217344242528
"628",182.743386133207
"629",183.01129758762
"630",182.879938086795
"631",182.964512453146
"632",183.465389822233
"633",182.942117834847
"634",183.19070423666
"635",183.268953204686
"636",182.951833980697
"637",182.82680540264
"638",183.172316485296
"639",183.082910507631
"640",182.936890889257
"641",183.043747868825
"642",183.127500646828
"643",183.102291658369
"644",182.681371640396
"645",182.794963541312
"646",182.976759877687
"647",182.754998500058
"648",182.882285843001
"649",182.903957927734
"650",183.278508481786
"651",183.379205856965
"652",183.077294834531
"653",182.75068147713
"654",183.111747659834
"655",182.922673299485
"656",183.361429509998
"657",183.147362546571
"658",182.6282162269
"659",182.851561635987
"660",182.68340843996
"661",182.864181610644
"662",183.126716770596
"663",182.695977444542
"664",182.829639571264
"665",182.88065646415
"666",182.694487917238
"667",183.42191417059
"668",182.901030549541
"669",183.193167689344
"670",182.818275570913
"671",182.545282415524
"672",183.367228530744
"673",182.943429481962
"674",183.168920741782
"675",182.899846202752
"676",182.834146984735
"677",183.210023206888
"678",182.911203358332
"679",183.128994865436
"680",182.819082260149
"681",183.414786014485
"682",183.37049413549
"683",182.812462866616
"684",183.116766298675
"685",182.767866424627
"686",182.739277431678
"687",182.812405132514
"688",183.098857360592
"689",183.240220693702
"690",182.522942370227
"691",182.773554395106
"692",182.724545681455
"693",182.878989997246
"694",183.406937550909
"695",182.737701406678
"696",182.993616478479
"697",182.713574155348
"698",182.907212537233
"699",182.623235258423
"700",183.325284256426
"701",183.146699474501
"702",183.024397599449
"703",183.111891886952
"704",183.31765336808
"705",183.142895072612
"706",183.032404018144
"707",182.860812650064
"708",182.763468612495
"709",183.256703870562
"710",182.836829227391
"711",183.179921149511
"712",182.887874081288
"713",183.622556305879
"714",182.769322891549
"715",182.647181531426
"716",183.339047410707
"717",183.01014757731
"718",183.070655941599
"719",182.869693583163
"720",183.019139888205
"721",182.661244297181
"722",182.781897558762
"723",182.960915075918
"724",182.6344847822
"725",183.239691820726
"726",182.891117499245
"727",183.073034961331
"728",183.022433529894
"729",182.44658627172
"730",183.301907833771
"731",183.088214861967
"732",183.026571428432
"733",183.112960641061
"734",182.933881059093
"735",182.904213957139
"736",183.117354643726
"737",182.912185373193
"738",182.905802442454
"739",182.957326016346
"740",182.839968599335
"741",183.182953869853
"742",182.942425202531
"743",182.734338079756
"744",183.114879861976
"745",182.99647488999
"746",183.047831767892
"747",182.765103641412
"748",182.693642275601
"749",183.091561299373
"750",182.976525835356
"751",183.186564784828
"752",183.052008853091
"753",183.167869930865
"754",182.949962168741
"755",183.090334820391
"756",182.806602140183
"757",182.899380982402
"758",183.237953921697
"759",182.851997098129
"760",182.862666468031
"761",182.946488900612
"762",182.885914138834
"763",182.79457252748
"764",183.164501125844
"765",183.138090172301
"766",182.976231485639
"767",183.161315959594
"768",182.921891825268
"769",182.942387796473
"770",182.859935848529
"771",182.657452255814
"772",182.723755334638
"773",183.051645083753
"774",182.716579385482
"775",182.475719767807
"776",183.127837312176
"777",183.013348213465
"778",182.758188089717
"779",183.014796084094
"780",182.867432963017
"781",183.285997332063
"782",183.008212799973
"783",182.72289860262
"784",183.259653846231
"785",182.688229917763
"786",183.070709707882
"787",182.924561757703
"788",183.057763594799
"789",183.234661278372
"790",182.803227793425
"791",183.169733626402
"792",182.93168662879
"793",183.120793165252
"794",182.968088055811
"795",182.804334855073
"796",183.104344182205
"797",182.871243320748
"798",182.915097890399
"799",183.000363629357
"800",183.102478809934
"801",183.14824557639
"802",183.131389244352
"803",182.743827319847
"804",183.305426308832
"805",183.360425437713
"806",183.153833522326
"807",183.045921781201
"808",183.207768449582
"809",182.869488523528
"810",183.058611163914
"811",183.13618271735
"812",183.056075643229
"813",183.05704416635
"814",183.198423792855
"815",183.260814879309
"816",183.113883204061
"817",182.969188013052
"818",182.937408798132
"819",182.974853854826
"820",183.059567564132
"821",183.05988068699
"822",183.020017044832
"823",182.890248707516
"824",183.027433634606
"825",182.669515152003
"826",183.079271575839
"827",182.831277744466
"828",183.225901680783
"829",182.890810965924
"830",183.028561180727
"831",183.027632633629
"832",183.306904310293
"833",182.740732532952
"834",182.72873616417
"835",182.844382693336
"836",182.810100992929
"837",182.845913152682
"838",182.771859017969
"839",183.190090078817
"840",182.633813313257
"841",182.986237316826
"842",183.011504216086
"843",183.045789782807
"844",183.148006701476
"845",182.880784488018
"846",183.132276050511
"847",183.06587621213
"848",182.818463844195
"849",182.901718547737
"850",183.022806574349
"851",183.17743604529
"852",183.160243852031
"853",182.862967143531
"854",182.974340244645
"855",182.849424413903
"856",182.956905539963
"857",182.904196740282
"858",182.996578642378
"859",183.014852497572
"860",182.973351644847
"861",182.90150888799
"862",182.692473274081
"863",183.287345264271
"864",183.073579183551
"865",183.125364651052
"866",182.837933382501
"867",182.857127311762
"868",183.044175177427
"869",182.738953608237
"870",182.721753967224
"871",182.973863729223
"872",183.044584319203
"873",183.161950833331
"874",182.936832021702
"875",183.049615594632
"876",182.766214767612
"877",182.818135512927
"878",182.753115971986
"879",183.140616511492
"880",182.942676613584
"881",182.715319229283
"882",182.76168007915
"883",182.746715332025
"884",182.786330123019
"885",183.38540236831
"886",182.973793270073
"887",182.967017425875
"888",182.99700318607
"889",182.821327844787
"890",183.176231086532
"891",183.112779441353
"892",182.954573373524
"893",183.023641951015
"894",182.851189085473
"895",182.937278057435
"896",183.243131949986
"897",182.839470068229
"898",182.923046221086
"899",183.100231779315
"900",182.869881189548
"901",183.013515280403
"902",183.075685721983
"903",183.20692570381
"904",183.207974292681
"905",182.950750988146
"906",182.82284090248
"907",183.031751010444
"908",183.004969489145
"909",183.029328852306
"910",183.031010184745
"911",182.619094944028
"912",182.941007287156
"913",183.269238881187
"914",182.521457352594
"915",183.132166388523
"916",182.874425412028
"917",182.912914093053
"918",183.111023781763
"919",183.201641772123
"920",182.671011024376
"921",183.099270560946
"922",183.078819108409
"923",182.81026150479
"924",183.083407051683
"925",183.079520734457
"926",183.01437200204
"927",183.013936057175
"928",183.155689481205
"929",183.150966867987
"930",183.236695299767
"931",182.939230470512
"932",182.850150164949
"933",182.939855045434
"934",182.909403544713
"935",182.795785990978
"936",182.781094177983
"937",182.871624406284
"938",182.970725261923
"939",182.782526790911
"940",182.929278594398
"941",182.735196350317
"942",183.01708586776
"943",182.875133880675
"944",182.892683188001
"945",182.859229747271
"946",183.316769179484
"947",182.876721440443
"948",182.980938469587
"949",183.230311820933
"950",183.041610806642
"951",182.960944527426
"952",182.753080156461
"953",183.03884542579
"954",183.000775192795
"955",183.048669268953
"956",182.703550011133
"957",182.997595922158
"958",182.952587606109
"959",182.712815136201
"960",183.259570763675
"961",183.1859735948
"962",182.862445665116
"963",183.087431248585
"964",182.907237489241
"965",182.950089754704
"966",183.129475330443
"967",182.979000159193
"968",183.118085912578
"969",182.78963025834
"970",182.910435599472
"971",182.856074155056
"972",183.0738637093
"973",183.015763159508
"974",183.047676597141
"975",182.89554218437
"976",182.781614255935
"977",182.712911329927
"978",183.125994879931
"979",183.103967667195
"980",182.878590330689
"981",182.947332276448
"982",183.043890532347
"983",182.7662912029
"984",183.108411299921
"985",183.062089868552
"986",182.943767702882
"987",182.950824088928
"988",183.045697372544
"989",183.143425351733
"990",183.140681633515
"991",182.785193344849
"992",182.888716122844
"993",183.019486338855
"994",183.058559826493
"995",183.147953900325
"996",182.928693147863
"997",183.205370808111
"998",183.020921459402
"999",182.987301685952
